sku_id,flag,affected_stores,window_start,window_end,notes
SKU02064,SLOW_MOVER,ST18;ST15;ST12;ST23;ST28;ST05;ST19;ST02;ST09;ST24;ST21;ST17;ST22;ST20;ST14;ST13;ST08;ST03;ST27;ST07;ST29;ST30;ST25;ST26;ST10;ST04;ST01;ST11;ST06;ST16,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03284,SLOW_MOVER,ST09;ST07;ST02;ST19;ST05;ST12;ST16;ST14;ST01;ST29;ST17;ST22;ST28;ST26;ST24;ST08,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04955,SLOW_MOVER,ST26;ST17;ST16;ST30;ST12;ST06;ST15;ST29;ST10;ST14;ST13;ST24;ST19;ST09;ST03;ST05;ST23;ST27;ST04;ST21;ST20,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02871,SLOW_MOVER,ST06;ST17;ST12;ST25;ST11;ST13;ST15;ST26;ST16;ST22;ST05;ST14;ST03;ST02;ST29;ST18;ST04;ST21;ST01;ST27;ST08;ST19;ST24;ST09;ST28;ST07;ST10;ST30,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU00524,SLOW_MOVER,ST22;ST12;ST05;ST23;ST07;ST08;ST24;ST15;ST21;ST18;ST01;ST28;ST20;ST06;ST30;ST16;ST17;ST11;ST25;ST14;ST27;ST02;ST26;ST29;ST04;ST13;ST09,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02533,SLOW_MOVER,ST17;ST16;ST20;ST10;ST30;ST28;ST27;ST11;ST14;ST03;ST08;ST13;ST15;ST19;ST22;ST06;ST23;ST01;ST21;ST04;ST12;ST29;ST02;ST07;ST09,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04580,SLOW_MOVER,ST23;ST20;ST06;ST17;ST26;ST25;ST18;ST07;ST19;ST04;ST29;ST05;ST02;ST27;ST28;ST14;ST30;ST11;ST08;ST09;ST10;ST21;ST24;ST03;ST22;ST12;ST16;ST01,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04073,SLOW_MOVER,ST09;ST16;ST19;ST30;ST07;ST14;ST25;ST05;ST17;ST01;ST03;ST08;ST06;ST26;ST02;ST12;ST22;ST27;ST10;ST15;ST24;ST28,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02114,SLOW_MOVER,ST17;ST20;ST28;ST18;ST05;ST06;ST15;ST24;ST19;ST11;ST09;ST10;ST25;ST01;ST16;ST14;ST26;ST27;ST29;ST13;ST03,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU01038,SLOW_MOVER,ST12;ST21;ST29;ST13;ST22;ST20;ST19;ST18;ST03;ST01;ST27;ST07;ST28;ST24;ST23;ST10;ST02;ST09;ST04;ST25;ST15;ST30;ST05;ST11;ST08;ST26;ST06,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03822,SLOW_MOVER,ST09;ST01;ST22;ST03;ST13;ST07;ST29;ST17;ST08;ST11;ST02;ST25;ST06;ST18;ST05;ST16;ST24;ST21;ST04;ST14;ST15;ST19;ST12;ST30;ST26,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU01032,SLOW_MOVER,ST14;ST10;ST09;ST25;ST07;ST30;ST22;ST27;ST12;ST01;ST28;ST19;ST29;ST02;ST23;ST08;ST26;ST15;ST16;ST03;ST24;ST17,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04250,SLOW_MOVER,ST04;ST08;ST05;ST29;ST27;ST28;ST17;ST12;ST23;ST25;ST16;ST09;ST14;ST19;ST01;ST07;ST03;ST15;ST10;ST20;ST26;ST02;ST13;ST21,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03457,SLOW_MOVER,ST29;ST16;ST13;ST25;ST03;ST08;ST23;ST28;ST12;ST02;ST05;ST24;ST30;ST17;ST22;ST01;ST14;ST15,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU01822,SLOW_MOVER,ST08;ST23;ST03;ST07;ST11;ST26;ST18;ST24;ST06;ST25;ST19;ST10;ST04;ST15;ST09;ST02;ST20;ST27;ST21;ST12;ST28;ST17;ST30;ST29;ST16;ST01;ST05;ST14,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU01538,SLOW_MOVER,ST27;ST15;ST30;ST07;ST04;ST29;ST10;ST13;ST18;ST11;ST12;ST14;ST09;ST19;ST17;ST08;ST20;ST01;ST25;ST26;ST23;ST05,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02500,SLOW_MOVER,ST23;ST11;ST21;ST22;ST17;ST08;ST19;ST02;ST06;ST29;ST24;ST18;ST05;ST03;ST30;ST16;ST27;ST07;ST09;ST01;ST20;ST26;ST13;ST12;ST14;ST04;ST10;ST15;ST28;ST25,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02639,SLOW_MOVER,ST24;ST27;ST23;ST30;ST25;ST03;ST13;ST11;ST21;ST17;ST06;ST10;ST22;ST18;ST29;ST16;ST28;ST26;ST05;ST14;ST01,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04856,SLOW_MOVER,ST03;ST26;ST25;ST11;ST10;ST16;ST28;ST05;ST24;ST08;ST20;ST29;ST04;ST27;ST14;ST30;ST12;ST01;ST13;ST21;ST22;ST09;ST06;ST15;ST17,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU01805,SLOW_MOVER,ST14;ST12;ST21;ST28;ST04;ST03;ST07;ST29;ST23;ST22;ST01;ST20;ST16;ST15;ST13;ST17;ST25;ST06;ST18;ST24;ST27;ST10;ST02;ST19;ST11;ST09,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04768,SLOW_MOVER,ST02;ST24;ST29;ST16;ST09;ST21;ST18;ST20;ST30;ST26;ST08;ST03;ST25;ST22;ST13;ST06;ST19;ST01;ST11;ST05;ST12;ST17;ST27;ST07;ST28;ST15;ST23,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04222,SLOW_MOVER,ST25;ST21;ST05;ST04;ST13;ST20;ST18;ST22;ST09;ST28;ST11;ST29;ST30;ST23;ST26;ST24;ST02;ST08;ST17;ST06;ST12;ST10;ST14,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02662,SLOW_MOVER,ST17;ST11;ST23;ST15;ST03;ST07;ST06;ST10;ST02;ST27;ST28;ST30;ST12;ST09;ST14;ST26;ST19;ST22;ST20;ST04;ST24;ST13;ST21;ST08;ST01;ST05,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03058,SLOW_MOVER,ST01;ST07;ST12;ST15;ST21;ST08;ST14;ST05;ST30;ST28;ST02;ST27;ST18;ST16;ST26;ST22;ST06;ST25;ST29;ST24;ST20;ST23;ST03;ST04;ST09;ST13;ST10;ST19;ST17;ST11,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03454,SLOW_MOVER,ST16;ST26;ST27;ST25;ST02;ST08;ST05;ST22;ST21;ST28;ST03;ST01;ST17;ST29;ST06;ST13;ST15;ST09;ST30;ST04;ST23;ST07;ST18;ST20;ST12;ST14;ST11,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02501,SLOW_MOVER,ST30;ST19;ST14;ST05;ST15;ST26;ST10;ST12;ST28;ST13;ST24;ST06;ST03;ST29;ST17;ST09;ST27;ST04;ST11;ST18;ST20;ST16;ST01,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02038,SLOW_MOVER,ST12;ST05;ST19;ST28;ST17;ST06;ST24;ST26;ST13;ST16;ST10;ST03;ST11;ST01;ST08;ST15;ST27;ST07;ST25;ST14;ST23;ST18;ST20,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02700,SLOW_MOVER,ST27;ST10;ST28;ST15;ST24;ST18;ST04;ST19;ST12;ST16;ST08;ST06;ST13;ST21;ST14;ST20;ST05;ST25;ST22;ST02;ST07,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU01191,SLOW_MOVER,ST10;ST12;ST05;ST27;ST04;ST21;ST20;ST18;ST29;ST02;ST13;ST16;ST11;ST09;ST14;ST25,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02964,SLOW_MOVER,ST12;ST29;ST10;ST30;ST02;ST09;ST13;ST24;ST20;ST05;ST11;ST03;ST16;ST01;ST18;ST28;ST26;ST06;ST27;ST19;ST07,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04797,SLOW_MOVER,ST23;ST28;ST01;ST20;ST13;ST12;ST25;ST07;ST19;ST06;ST15;ST05;ST02;ST16;ST03;ST10,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU02722,SLOW_MOVER,ST12;ST20;ST11;ST22;ST02;ST08;ST27;ST28;ST01;ST18;ST04;ST23;ST29;ST10;ST15;ST21;ST07;ST09;ST05;ST30,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03621,SLOW_MOVER,ST05;ST02;ST29;ST25;ST30;ST04;ST21;ST07;ST12;ST27;ST06;ST01;ST20;ST13;ST16;ST09,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU01605,SLOW_MOVER,ST11;ST18;ST06;ST29;ST15;ST01;ST25;ST26;ST09;ST13;ST02;ST20;ST22;ST16;ST12;ST19;ST28;ST07;ST17;ST21;ST08;ST03;ST05;ST04;ST27;ST24;ST23;ST14;ST10,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU00649,SLOW_MOVER,ST12;ST25;ST18;ST28;ST24;ST20;ST27;ST11;ST29;ST06;ST09;ST01;ST04;ST22;ST21;ST23;ST14;ST02;ST16;ST19;ST08;ST07;ST30;ST10;ST15;ST17;ST13;ST03;ST26;ST05,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03864,SLOW_MOVER,ST15;ST26;ST04;ST16;ST05;ST22;ST11;ST02;ST01;ST30;ST24;ST06;ST27;ST09;ST08;ST17;ST25;ST03;ST14;ST10;ST29;ST28;ST18,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03376,SLOW_MOVER,ST26;ST23;ST13;ST24;ST01;ST20;ST02;ST18;ST09;ST06;ST21;ST29;ST04;ST19;ST15;ST14;ST22;ST28,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04388,SLOW_MOVER,ST23;ST12;ST01;ST10;ST27;ST05;ST26;ST19;ST06;ST28;ST30;ST08;ST11;ST22;ST17;ST03;ST02;ST16;ST04;ST18;ST20;ST09,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU03950,SLOW_MOVER,ST16;ST14;ST08;ST26;ST05;ST04;ST13;ST22;ST11;ST28;ST20;ST27;ST09;ST02;ST03;ST23;ST19;ST18;ST25;ST29;ST15;ST07;ST06;ST12;ST10;ST24;ST01;ST30;ST21,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04505,SLOW_MOVER,ST20;ST29;ST23;ST30;ST17;ST14;ST10;ST21;ST25;ST27;ST16;ST09;ST01;ST06;ST18;ST24;ST22;ST28;ST12;ST05;ST15;ST19;ST11;ST08;ST03;ST07;ST02;ST04,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU04152,SLOW_MOVER,ST30;ST24;ST29;ST20;ST05;ST03;ST01;ST11;ST19;ST07;ST10;ST02;ST23;ST08;ST14;ST16;ST04;ST21;ST27;ST28;ST12;ST25,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU01303,SLOW_MOVER,ST25;ST13;ST01;ST14;ST04;ST12;ST06;ST07;ST22;ST03;ST19;ST26;ST28;ST29;ST16;ST05;ST17;ST23;ST30;ST15;ST11;ST20;ST18;ST09;ST10;ST08;ST27;ST21;ST02;ST24,,,Chronically low-demand SKU; overstocked with aging inventory.
SKU01827,SLOW_MOVER,ST25;ST19;ST21;ST20;ST13;ST10;ST30;ST24;ST12;ST08;ST01;ST07;ST26;ST05;ST15,,,Chronically low-demand SKU; overstocked with aging inventory.
